ITEM ID                                       | BODY LOCATION                  | BLOOD LOCATION
Dress_SmallDeerHideStrapless                  | base:dress                     | ShortsShort;Shirt
Dress_SmallHideStrapless                      | base:dress                     | ShortsShort;Shirt
Skirt_Knees_DeerHide                          | base:skirt                     | ShortsShort
Skirt_Knees_Hide                              | base:skirt                     | ShortsShort
Skirt_Long_Hide                               | base:longskirt                 | Trousers
Skirt_Normal_Hide                             | base:longskirt                 | Trousers
Skirt_Short_FaunHide                          | base:skirt                     | ShortsShort
Skirt_Short_Hide                              | base:skirt                     | ShortsShort
Skirt_Knees_Garbage                           | base:skirt                     | ShortsShort
Skirt_Long_Garbage                            | base:longskirt                 | Trousers
Skirt_Normal_Garbage                          | base:longskirt                 | Trousers
Skirt_Short_Garbage                           | base:skirt                     | ShortsShort
Skirt_Knees_Tarp                              | base:skirt                     | ShortsShort
Skirt_Long_Tarp                               | base:longskirt                 | Trousers
Skirt_Normal_Tarp                             | base:longskirt                 | Trousers
Skirt_Short_Tarp                              | base:skirt                     | ShortsShort
Hat_BunnyEarsBlack                            | base:hat                       | Head
Hat_BunnyEarsWhite                            | base:hat                       | Head
Hat_FurryEars                                 | base:hat                       | Head
Glasses                                       | base:eyes                      | 
Glasses_Prescription                          | base:eyes                      | 
Glasses_Aviators                              | base:eyes                      | 
Glasses_Prescription_Aviators                 | base:eyes                      | 
Glasses_Normal                                | base:eyes                      | 
Glasses_Cosmetic_Normal                       | base:eyes                      | 
Glasses_Reading                               | base:eyes                      | 
Glasses_SafetyGoggles                         | base:eyes                      | Head
Glasses_Shooting                              | base:eyes                      | 
Glasses_Prescription_Shooting                 | base:eyes                      | 
Glasses_SkiGoggles                            | base:eyes                      | Head
Glasses_Sun                                   | base:eyes                      | 
Glasses_Prescription_Sun                      | base:eyes                      | 
Glasses_SwimmingGoggles                       | base:eyes                      | 
Glasses_Eyepatch_Left                         | base:lefteye                   | 
Glasses_Eyepatch_Right                        | base:righteye                  | 
Glasses_CatsEye                               | base:eyes                      | 
Glasses_CatsEye_Sun                           | base:eyes                      | 
Glasses_Cosmetic_CatsEye                      | base:eyes                      | 
Glasses_Prescription_CatsEye_Sun              | base:eyes                      | 
Glasses_Normal_HornRimmed                     | base:eyes                      | 
Glasses_Cosmetic_Normal_HornRimmed            | base:eyes                      | 
Glasses_JackieO                               | base:eyes                      | 
Glasses_Prescription_JackieO                  | base:eyes                      | 
Glasses_Macho                                 | base:eyes                      | 
Glasses_Round_Normal                          | base:eyes                      | 
Glasses_Round_Shades                          | base:eyes                      | 
Glasses_Cosmetic_Round_Normal                 | base:eyes                      | 
Glasses_Prescription_Round_Shades             | base:eyes                      | 
Glasses_70s_Gold                              | base:eyes                      | 
Glasses_Cosmetic_70s_Gold                     | base:eyes                      | 
Glasses_Round_HoloSkulls                      | base:eyes                      | 
Glasses_OldWeldingGoggles                     | base:eyes                      | 
Glasses_HalfMoon                              | base:eyes                      | 
Glasses_Cosmetic_HalfMoon                     | base:eyes                      | 
Glasses_MonocleLeft                           | base:eyes                      | 
Glasses_MonocleRight                          | base:eyes                      | 
Glasses_Cosmetic_MonocleLeft                  | base:eyes                      | 
Glasses_Cosmetic_MonocleRight                 | base:eyes                      | 
Glasses_SunCheap                              | base:eyes                      | 
Glasses_3dGlasses                             | base:eyes                      | 
Glasses_Groucho                               | base:eyes                      | 
Glasses_Venetian                              | base:eyes                      | 
Glasses_NewWave                               | base:eyes                      | 
Glasses_Novelty_Xray                          | base:eyes                      | 
Gloves_FingerlessGloves                       | base:hands                     | Hands
Gloves_FingerlessLeatherGloves                | base:hands                     | Hands
Gloves_FingerlessLeatherGloves_Black          | base:hands                     | Hands
Gloves_FingerlessLeatherGloves_Brown          | base:hands                     | Hands
Gloves_LeatherGloves                          | base:hands                     | Hands
Gloves_LeatherGlovesBlack                     | base:hands                     | Hands
Gloves_LeatherGlovesBrown                     | base:hands                     | Hands
Gloves_LongWomenGloves                        | base:hands                     | Hands
Gloves_WhiteTINT                              | base:hands                     | Hands
Gloves_Dish                                   | base:hands                     | Hands
Gloves_Surgical                               | base:hands                     | Hands
Gloves_BoxingRed                              | base:hands                     | Hands
Gloves_BoxingBlue                             | base:hands                     | Hands
Chainmail_Hand_L                              | base:handsleft                 | Hand_L
Chainmail_Hand_R                              | base:handsright                | Hand_R
Gloves_IceHockeyGloves                        | base:hands                     | Hands
Gloves_IceHockeyGloves_Black                  | base:hands                     | Hands
Gloves_IceHockeyGloves_Blue                   | base:hands                     | Hands
Gloves_IceHockeyGloves_White                  | base:hands                     | Hands
Gloves_HuntingCamo                            | base:hands                     | Hands
Gloves_BurlapWrap                             | base:hands                     | Hands;ForeArm_L;ForeArm_R
Gloves_DenimWrap                              | base:hands                     | Hands;ForeArm_L;ForeArm_R
Gloves_LeatherWrap                            | base:hands                     | Hands;ForeArm_L;ForeArm_R
Gloves_RagWrap                                | base:hands                     | Hands;ForeArm_L;ForeArm_R
Gloves_TarpWrap                               | base:hands                     | Hands;ForeArm_L;ForeArm_R
Hat_Bandana                                   | base:hat                       | 
Hat_Bandana_Green                             | base:hat                       | 
Hat_BandanaTINT                               | base:hat                       | 
Hat_BaseballCap                               | base:hat                       | 
Hat_BaseballCap_Reverse                       | base:hat                       | 
Hat_BaseballCap_AmericanEats                  | base:hat                       | 
Hat_BaseballCap_AmericanEats_Reverse          | base:hat                       | 
Hat_BaseballCap_3N                            | base:hat                       | 
Hat_BaseballCap_3N_Reverse                    | base:hat                       | 
Hat_BaseballCap_AmericanTire                  | base:hat                       | 
Hat_BaseballCap_AmericanTire_Reverse          | base:hat                       | 
Hat_BaseballCap_AmeriglobeCom                 | base:hat                       | 
Hat_BaseballCap_AmeriglobeCom_Reverse         | base:hat                       | 
Hat_BaseballCap_BodyChisel                    | base:hat                       | 
Hat_BaseballCap_BodyChisel_Reverse            | base:hat                       | 
Hat_BaseballCap_BoxpopBrewery                 | base:hat                       | 
Hat_BaseballCap_BoxpopBrewery_Reverse         | base:hat                       | 
Hat_BaseballCap_FireDept                      | base:hat                       | 
Hat_BaseballCap_FireDept_Reverse              | base:hat                       | 
Hat_BaseballCap_Fossoil                       | base:hat                       | 
Hat_BaseballCap_Fossoil_Reverse               | base:hat                       | 
Hat_BaseballCap_Fossoil02                     | base:hat                       | 
Hat_BaseballCap_Fossoil02_Reverse             | base:hat                       | 
Hat_BaseballCap_JaysChicken                   | base:hat                       | 
Hat_BaseballCap_JaysChicken_Reverse           | base:hat                       | 
Hat_BaseballCap_KnoxDistillery                | base:hat                       | 
Hat_BaseballCap_KnoxDistillery_Reverse        | base:hat                       | 
Hat_BaseballCap_KYTransit                     | base:hat                       | 
Hat_BaseballCap_KYTransit_Reverse             | base:hat                       | 
Hat_BaseballCap_LBMW                          | base:hat                       | 
Hat_BaseballCap_LBMW_Reverse                  | base:hat                       | 
Hat_BaseballCap_LouisvilleBruiser             | base:hat                       | 
Hat_BaseballCap_LouisvilleBruiser_Reverse     | base:hat                       | 
Hat_BaseballCap_LSU                           | base:hat                       | 
Hat_BaseballCap_LSU_Reverse                   | base:hat                       | 
Hat_BaseballCap_MassGenfac                    | base:hat                       | 
Hat_BaseballCap_MassGenfac_Reverse            | base:hat                       | 
Hat_BaseballCap_Police                        | base:hat                       | 
Hat_BaseballCap_Police_Reverse                | base:hat                       | 
Hat_BaseballCap_ScarletOakDistillery          | base:hat                       | 
Hat_BaseballCap_ScarletOakDistillery_Reverse  | base:hat                       | 
Hat_BaseballCap_Sheriff                       | base:hat                       | 
Hat_BaseballCap_Sheriff_Reverse               | base:hat                       | 
Hat_BaseballCap_Spiffos                       | base:hat                       | 
Hat_BaseballCap_Spiffos_Reverse               | base:hat                       | 
Hat_BaseballCap_SpiffosLogo                   | base:hat                       | 
Hat_BaseballCap_SpiffosLogo_Reverse           | base:hat                       | 
Hat_BaseballCap_SWAT                          | base:hat                       | 
Hat_BaseballCap_SWAT_Reverse                  | base:hat                       | 
Hat_BaseballCap_USL                           | base:hat                       | 
Hat_BaseballCap_USL_Reverse                   | base:hat                       | 
Hat_BaseballCap_WestMapleCountryClub          | base:hat                       | 
Hat_BaseballCap_WestMapleCountryClub_Reverse  | base:hat                       | 
Hat_BaseballCap_PizzaWhirled                  | base:hat                       | 
Hat_BaseballCap_PizzaWhirled_Reverse          | base:hat                       | 
Hat_BaseballCap_Gas2Go                        | base:hat                       | 
Hat_BaseballCap_Gas2Go_Reverse                | base:hat                       | 
Hat_BaseballCapKY                             | base:hat                       | 
Hat_BaseballCapKY_Reverse                     | base:hat                       | 
Hat_BaseballCapKY_Red                         | base:hat                       | 
Hat_BaseballCapKY_Red_Reverse                 | base:hat                       | 
Hat_BaseballCapBlue                           | base:hat                       | 
Hat_BaseballCapBlue_Reverse                   | base:hat                       | 
Hat_BaseballCapRed                            | base:hat                       | 
Hat_BaseballCapRed_Reverse                    | base:hat                       | 
Hat_BaseballCapGreen                          | base:hat                       | 
Hat_BaseballCapGreen_Reverse                  | base:hat                       | 
Hat_BaseballCapArmy                           | base:hat                       | 
Hat_BaseballCapArmy_Reverse                   | base:hat                       | 
Hat_BaseballCapTINT                           | base:hat                       | 
Hat_BaseballCapTINT_Reverse                   | base:hat                       | 
Hat_Beany                                     | base:hat                       | Head
Hat_Beret                                     | base:hat                       | Head
Hat_BeretArmy                                 | base:hat                       | Head
Hat_ChefHat                                   | base:hat                       | 
Hat_Cowboy                                    | base:hat                       | Head
Hat_Cowboy_Black                              | base:hat                       | Head
Hat_Cowboy_Plastic                            | base:hat                       | Head
Hat_Cowboy_White                              | base:hat                       | Head
Hat_EarMuffs                                  | base:hat                       | Head
Hat_EarMuff_Protectors                        | base:hat                       | Head
Hat_FastFood                                  | base:hat                       | 
Hat_FastFood_IceCream                         | base:hat                       | 
Hat_FastFood_Spiffo                           | base:hat                       | 
Hat_Fedora                                    | base:hat                       | Head
Hat_Fedora_Delmonte                           | base:hat                       | Head
Hat_GolfHat                                   | base:hat                       | 
Hat_GolfHatTINT                               | base:hat                       | 
Hat_Police                                    | base:hat                       | 
Hat_Sheriff                                   | base:hat                       | 
Hat_Police_Grey                               | base:hat                       | 
Hat_Raccoon                                   | base:hat                       | Head
Hat_Ranger                                    | base:hat                       | Head
Hat_SantaHat                                  | base:hat                       | Head
Hat_SantaHatGreen                             | base:hat                       | Head
Hat_ShowerCap                                 | base:hat                       | 
Hat_FishermanRainHat                          | base:hat                       | 
Hat_SummerHat                                 | base:hat                       | Head
Hat_SummerFlowerHat                           | base:hat                       | Head
Hat_StrawHat                                  | base:hat                       | Head
Hat_SurgicalCap                               | base:hat                       | 
Hat_Sweatband                                 | base:hat                       | Head
Hat_WeddingVeil                               | base:hat                       | 
Hat_WinterHat                                 | base:hat                       | Head
Hat_WinterHat_SheepSkin                       | base:hat                       | Head
Hat_WoolyHat                                  | base:hat                       | Head
Hat_BucketHat                                 | base:hat                       | Head
Hat_BucketHatFishing                          | base:hat                       | Head
Hat_BonnieHat                                 | base:hat                       | Head
Hat_BonnieHat_CamoGreen                       | base:hat                       | Head
Hat_BonnieHat_OliveDrab                       | base:hat                       | Head
Hat_BonnieHat_DesertCamoNew                   | base:hat                       | Head
Hat_BonnieHat_MiliusCamo                      | base:hat                       | Head
Hat_BonnieHat_TigerStripeCamo                 | base:hat                       | Head
Hat_VisorBlack                                | base:hat                       | 
Hat_VisorRed                                  | base:hat                       | 
Hat_Visor_WhiteTINT                           | base:hat                       | 
Hat_PeakedCapArmy                             | base:hat                       | Head
Hat_PeakedCapYacht                            | base:hat                       | Head
Hat_BandanaTied                               | base:hat                       | 
Hat_BandanaTied_Green                         | base:hat                       | 
Hat_BandanaTiedTINT                           | base:hat                       | 
Hat_NewspaperHat                              | base:hat                       | 
Hat_PartyHat_Stars                            | base:hat                       | 
Hat_PartyHat_TINT                             | base:hat                       | 
Hat_TinFoilHat                                | base:hat                       | 
Hat_BoxingRed                                 | base:fullhat                   | FullHelmet
Hat_BoxingBlue                                | base:fullhat                   | FullHelmet
Hat_GoldStar                                  | base:hat                       | Head
Hat_Antlers                                   | base:hat                       | Head
Hat_Jay                                       | base:hat                       | Head
Hat_JokeArrow                                 | base:hat                       | Head
Hat_JokeKnife                                 | base:hat                       | Head
Hat_Pilgrim                                   | base:hat                       | Head
Hat_Pirate                                    | base:hat                       | Head
Hat_Stovepipe                                 | base:hat                       | Head
Hat_Stovepipe_Black                           | base:hat                       | Head
Hat_Stovepipe_UncleSam                        | base:hat                       | Head
Hat_Witch                                     | base:hat                       | Head
Hat_Wizard                                    | base:hat                       | Head
Hat_HeadMirrorUP                              | base:hat                       | 
Hat_HeadMirrorDOWN                            | base:hat                       | 
Hat_BonnieHat_DesertCamo                      | base:hat                       | Head
Hat_BaseballCap_HuntingCamo                   | base:hat                       | 
Hat_BaseballCap_HuntingCamo_Reverse           | base:hat                       | 
Hat_LeatherStripTied                          | base:hat                       | 
Hat_RagBandana                                | base:hat                       | 
Hat_RagBandanaMask                            | base:mask                      | Head
Hat_RagBandanaTied                            | base:hat                       | 
Hat_HideHat                                   | base:hat                       | Head
Hat_TarpHat                                   | base:hat                       | Head
Hat_Cowboy_CowHide                            | base:hat                       | Head
Hat_Cowboy_Angus                              | base:hat                       | Head
Hat_Cowboy_Holstein                           | base:hat                       | Head
Hat_Cowboy_Simmental                          | base:hat                       | Head
Hat_Army                                      | base:hat                       | Head
Hat_ArmyWWII                                  | base:hat                       | Head
Hat_SWAT                                      | base:hat                       | Head
Hat_BaseballHelmet                            | base:hat                       | FullHelmet
Hat_BaseballHelmet_KY                         | base:hat                       | FullHelmet
Hat_BaseballHelmet_Rangers                    | base:hat                       | FullHelmet
Hat_BaseballHelmet_Z                          | base:hat                       | FullHelmet
Hat_BicycleHelmet                             | base:hat                       | Head
Hat_CrashHelmet                               | base:hat                       | Head
Hat_CrashHelmetFULL                           | base:fullhat                   | FullHelmet
Hat_CrashHelmetFULL_Black                     | base:fullhat                   | FullHelmet
Hat_CrashHelmet_Police                        | base:hat                       | FullHelmet
Hat_CrashHelmet_Stars                         | base:hat                       | FullHelmet
Hat_Fireman                                   | base:hat                       | Head
Hat_FootballHelmet                            | base:fullhat                   | FullHelmet
Hat_FootballHelmet_Blue                       | base:fullhat                   | FullHelmet
Hat_FootballHelmet_Red                        | base:fullhat                   | FullHelmet
Hat_FootballHelmet_White                      | base:fullhat                   | FullHelmet
Hat_HardHat                                   | base:hat                       | Head
Hat_HardHat_Miner                             | base:hat                       | Head
Hat_HockeyHelmet                              | base:hat                       | Head
Hat_HockeyHelmet_TINT                         | base:hat                       | Head
Hat_JockeyHelmet01                            | base:hat                       | Head
Hat_JockeyHelmet02                            | base:hat                       | Head
Hat_JockeyHelmet03                            | base:hat                       | Head
Hat_JockeyHelmet04                            | base:hat                       | Head
Hat_JockeyHelmet05                            | base:hat                       | Head
Hat_JockeyHelmet06                            | base:hat                       | Head
Hat_RidingHelmet                              | base:hat                       | Head
Hat_RiotHelmet                                | base:fullhat                   | FullHelmet
Hat_SPHhelmet                                 | base:fullhat                   | FullHelmet
Hat_ArmyDesertNew                             | base:hat                       | Head
Hat_ArmyDesert                                | base:hat                       | Head
Hat_CrashHelmetFULL_Spiked                    | base:fullhat                   | FullHelmet
Hat_CrashHelmetFULL_Black_Spiked              | base:fullhat                   | FullHelmet
HolsterAnkle                                  | base:ankleholster              | 
HolsterDouble                                 | base:beltextra                 | 
HolsterSimple                                 | base:beltextra                 | 
HolsterSimple_Black                           | base:beltextra                 | 
HolsterSimple_Brown                           | base:beltextra                 | 
HolsterSimple_Green                           | base:beltextra                 | 
Holster_DuctTape                              | base:beltextra                 | 
Holster_Hide                                  | base:beltextra                 | 
WeddingJacket                                 | base:jacketsuit                | Jacket
Ghillie_Top                                   | base:fulltop                   | Jacket
Suit_Jacket                                   | base:jacketsuit                | Jacket
Suit_Jacket_White                             | base:jacketsuit                | Jacket
Suit_JacketTINT                               | base:jacketsuit                | Jacket
Jacket_Varsity                                | base:jacket                    | Jacket
JacketLong_Doctor                             | base:jacketsuit                | LongJacket
Jacket_CoatArmy                               | base:jacket                    | LongJacket
JacketLong_Random                             | base:jacketsuit                | LongJacket
JacketLong_Black                              | base:jacketsuit                | LongJacket
JacketLong_Santa                              | base:jacketsuit                | LongJacket
JacketLong_SantaGreen                         | base:jacketsuit                | LongJacket
Jacket_ArmyCamoDesert                         | base:jacket                    | Jacket
Jacket_ArmyCamoGreen                          | base:jacket                    | Jacket
Jacket_ArmyCamoUrban                          | base:jacket                    | Jacket
Jacket_ArmyOliveDrab                          | base:jacket                    | Jacket
Jacket_ArmyCamoDesertNew                      | base:jacket                    | Jacket
Jacket_ArmyCamoMilius                         | base:jacket                    | Jacket
Jacket_ArmyCamoTigerStripe                    | base:jacket                    | Jacket
Jacket_Black                                  | base:jacket                    | Jacket
Jacket_Chef                                   | base:jacket                    | Jacket
Jacket_Fireman                                | base:jacket                    | Jacket
Jacket_Padded                                 | base:jackethat_bulky           | Jumper;FullHelmet;Neck
Jacket_PaddedDOWN                             | base:jacket_bulky              | Jacket
Jacket_Padded_HuntingCamo                     | base:jackethat_bulky           | Jumper;Neck;FullHelmet
Jacket_Padded_HuntingCamoDOWN                 | base:jacket_bulky              | Jacket
Jacket_Police                                 | base:jacket                    | Jacket
Jacket_Sheriff                                | base:jacket                    | Jacket
Jacket_Ranger                                 | base:jacket                    | Jacket
Jacket_WhiteTINT                              | base:jacket                    | Jacket
Jumper_DiamondPatternTINT                     | base:sweater                   | Jacket
Jumper_PoloNeck                               | base:sweater                   | Jumper;Neck
Jumper_RoundNeck                              | base:sweater                   | Jumper
Jumper_TankTopDiamondTINT                     | base:sweater                   | JumperNoSleeves
Jumper_TankTopTINT                            | base:sweater                   | JumperNoSleeves
Jumper_VNeck                                  | base:sweater                   | Jumper
HoodieDOWN_WhiteTINT                          | base:sweater                   | Jumper
HoodieUP_WhiteTINT                            | base:sweaterhat                | Jumper;Neck;FullHelmet
PonchoGreen                                   | base:jackethat                 | Shirt;Neck;FullHelmet;ShortsShort
PonchoGreenDOWN                               | base:jacket_down               | Shirt;ShortsShort
PonchoYellow                                  | base:jackethat                 | Shirt;Neck;FullHelmet;ShortsShort
PonchoYellowDOWN                              | base:jacket_down               | Shirt;ShortsShort
Jacket_NavyBlue                               | base:jacket                    | Jacket
Jacket_LeatherWildRacoons                     | base:jacket                    | Jacket
Jacket_LeatherIronRodent                      | base:jacket                    | Jacket
Jacket_LeatherBarrelDogs                      | base:jacket                    | Jacket
Jacket_Shellsuit_Black                        | base:jacket_bulky              | Jumper
Jacket_Shellsuit_Blue                         | base:jacket_bulky              | Jumper
Jacket_Shellsuit_Green                        | base:jacket_bulky              | Jumper
Jacket_Shellsuit_Pink                         | base:jacket_bulky              | Jumper
Jacket_Shellsuit_Teal                         | base:jacket_bulky              | Jumper
Jacket_Shellsuit_TINT                         | base:jacket_bulky              | Jumper
Jacket_Leather                                | base:jacket                    | Jacket
Jacket_LeatherBlack                           | base:jacket                    | Jacket
Jacket_LeatherBrown                           | base:jacket                    | Jacket
Jacket_Leather_Punk                           | base:jacket                    | Jacket
Jacket_HuntingCamo                            | base:jacket                    | Jacket
Hoodie_HuntingCamo_DOWN                       | base:sweater                   | Jumper
Hoodie_HuntingCamo_UP                         | base:sweaterhat                | Jumper;Neck;FullHelmet
Jacket_Hide                                   | base:jacket                    | Jacket
JacketLong_Hide                               | base:jacketsuit                | LongJacket
Hoodie_Hide_DOWN                              | base:sweater                   | Jumper
Hoodie_Hide_UP                                | base:sweaterhat                | Jumper;Neck;FullHelmet
PonchoGarbageBag                              | base:jackethat                 | Shirt;Neck;FullHelmet;ShortsShort
PonchoGarbageBagDOWN                          | base:jacket_down               | Shirt;ShortsShort
PonchoTarp                                    | base:jackethat                 | Shirt;Neck;FullHelmet;ShortsShort
PonchoTarpDOWN                                | base:jacket_down               | Shirt;ShortsShort
LongCoat_Hide                                 | base:bathrobe                  | Trousers;Jumper
JacketLong_CowHide                            | base:jacketsuit                | LongJacket
JacketLong_AngusHide                          | base:jacketsuit                | LongJacket
JacketLong_AngusCalfHide                      | base:jacketsuit                | LongJacket
JacketLong_HolsteinHide                       | base:jacketsuit                | LongJacket
JacketLong_HolsteinCalfHide                   | base:jacketsuit                | LongJacket
JacketLong_SimmentalHide                      | base:jacketsuit                | LongJacket
JacketLong_SimmentalCalfHide                  | base:jacketsuit                | LongJacket
Jacket_CowHide                                | base:jacket                    | Jacket
Jacket_AngusHide                              | base:jacket                    | Jacket
Jacket_AngusCalfHide                          | base:jacket                    | Jacket
Jacket_DeerHide                               | base:jacket                    | Jacket
Jacket_HolsteinHide                           | base:jacket                    | Jacket
Jacket_HolsteinCalfHide                       | base:jacket                    | Jacket
Jacket_SimmentalHide                          | base:jacket                    | Jacket
Jacket_SimmentalCalfHide                      | base:jacket                    | Jacket
Jacket_SheepSkin                              | base:jacket                    | Jacket
JacketLong_SheepSkin                          | base:jacketsuit                | LongJacket
Locket                                        | base:necklace                  | 
Necklace_DogTag                               | base:necklace                  | 
Necklace_DogTag_Female                        | base:necklace                  | 
Necklace_DogTag_Male                          | base:necklace                  | 
Necklace_Gold                                 | base:necklace                  | 
Necklace_GoldRuby                             | base:necklace                  | 
Necklace_GoldDiamond                          | base:necklace                  | 
Necklace_Silver                               | base:necklace                  | 
Necklace_SilverSapphire                       | base:necklace                  | 
Necklace_SilverCrucifix                       | base:necklace                  | 
Necklace_SilverDiamond                        | base:necklace                  | 
Necklace_Crucifix                             | base:necklace                  | 
Necklace_YingYang                             | base:necklace                  | 
Necklace_Pearl                                | base:necklace                  | 
NecklaceLong_Gold                             | base:necklace_long             | 
NecklaceLong_GoldDiamond                      | base:necklace_long             | 
NecklaceLong_Silver                           | base:necklace_long             | 
NecklaceLong_SilverEmerald                    | base:necklace_long             | 
NecklaceLong_SilverSapphire                   | base:necklace_long             | 
NecklaceLong_SilverDiamond                    | base:necklace_long             | 
NecklaceLong_Amber                            | base:necklace_long             | 
Necklace_Choker                               | base:neck                      | 
Necklace_Choker_Sapphire                      | base:neck                      | 
Necklace_Choker_Amber                         | base:neck                      | 
Necklace_Choker_Diamond                       | base:neck                      | 
NoseRing_Gold                                 | base:nose                      | 
NoseRing_Silver                               | base:nose                      | 
NoseStud_Gold                                 | base:nose                      | 
NoseStud_Silver                               | base:nose                      | 
Earring_LoopLrg_Gold                          | base:ears                      | 
Earring_LoopLrg_Silver                        | base:ears                      | 
Earring_LoopMed_Silver                        | base:ears                      | 
Earring_LoopMed_Gold                          | base:ears                      | 
Earring_LoopSmall_Silver_Both                 | base:ears                      | 
Earring_LoopSmall_Gold_Both                   | base:ears                      | 
Earring_LoopSmall_Gold_Top                    | base:eartop                    | 
Earring_LoopSmall_Silver_Top                  | base:eartop                    | 
Earring_Stud_Gold                             | base:ears                      | 
Earring_Stud_Silver                           | base:ears                      | 
Earring_Stone_Sapphire                        | base:ears                      | 
Earring_Stone_Emerald                         | base:ears                      | 
Earring_Stone_Ruby                            | base:ears                      | 
Earring_Pearl                                 | base:ears                      | 
Earring_Dangly_Sapphire                       | base:ears                      | 
Earring_Dangly_Emerald                        | base:ears                      | 
Earring_Dangly_Ruby                           | base:ears                      | 
Earring_Dangly_Diamond                        | base:ears                      | 
Earring_Dangly_Pearl                          | base:ears                      | 
Ring_Right_MiddleFinger_Gold                  | base:right_middlefinger        | 
Ring_Left_MiddleFinger_Gold                   | base:left_middlefinger         | 
Ring_Right_RingFinger_Gold                    | base:right_ringfinger          | 
Ring_Left_RingFinger_Gold                     | base:left_ringfinger           | 
Ring_Right_MiddleFinger_Silver                | base:right_middlefinger        | 
Ring_Left_MiddleFinger_Silver                 | base:left_middlefinger         | 
Ring_Right_RingFinger_Silver                  | base:right_ringfinger          | 
Ring_Left_RingFinger_Silver                   | base:left_ringfinger           | 
Ring_Right_MiddleFinger_SilverDiamond         | base:right_middlefinger        | 
Ring_Left_MiddleFinger_SilverDiamond          | base:left_middlefinger         | 
Ring_Right_RingFinger_SilverDiamond           | base:right_ringfinger          | 
Ring_Left_RingFinger_SilverDiamond            | base:left_ringfinger           | 
Ring_Right_MiddleFinger_GoldRuby              | base:right_middlefinger        | 
Ring_Left_MiddleFinger_GoldRuby               | base:left_middlefinger         | 
Ring_Right_RingFinger_GoldRuby                | base:right_ringfinger          | 
Ring_Left_RingFinger_GoldRuby                 | base:left_ringfinger           | 
Ring_Right_MiddleFinger_GoldDiamond           | base:right_middlefinger        | 
Ring_Left_MiddleFinger_GoldDiamond            | base:left_middlefinger         | 
Ring_Right_RingFinger_GoldDiamond             | base:right_ringfinger          | 
Ring_Left_RingFinger_GoldDiamond              | base:left_ringfinger           | 
Bracelet_BangleRightGold                      | base:rightwrist                | 
Bracelet_BangleLeftGold                       | base:leftwrist                 | 
Bracelet_ChainRightGold                       | base:rightwrist                | 
Bracelet_ChainLeftGold                        | base:leftwrist                 | 
Bracelet_BangleRightSilver                    | base:rightwrist                | 
Bracelet_BangleLeftSilver                     | base:leftwrist                 | 
Bracelet_ChainRightSilver                     | base:rightwrist                | 
Bracelet_ChainLeftSilver                      | base:leftwrist                 | 
Bracelet_RightFriendshipTINT                  | base:rightwrist                | 
Bracelet_LeftFriendshipTINT                   | base:leftwrist                 | 
BellyButton_DangleGold                        | base:bellybutton               | 
BellyButton_DangleGoldRuby                    | base:bellybutton               | 
BellyButton_DangleSilver                      | base:bellybutton               | 
BellyButton_DangleSilverDiamond               | base:bellybutton               | 
BellyButton_RingGold                          | base:bellybutton               | 
BellyButton_RingGoldDiamond                   | base:bellybutton               | 
BellyButton_RingGoldRuby                      | base:bellybutton               | 
BellyButton_RingSilver                        | base:bellybutton               | 
BellyButton_RingSilverAmethyst                | base:bellybutton               | 
